 ,Area,Angle,MinThr,MaxThr,Length
299,1.028,-71.928,0,255,4.967
300,1.067,90.562,0,255,5.070
301,1.384,-75.964,0,255,6.832
302,1.463,-78.794,0,255,7.162
303,1.423,-74.890,0,255,6.865
304,1.463,-61.771,0,255,7.146
305,1.423,-77.943,0,255,6.981
306,1.344,-100.408,0,255,6.604
307,1.384,-64.179,0,255,6.847
308,1.344,-88.282,0,255,6.631
309,1.344,40.855,0,255,6.484
310,1.423,-33.690,0,255,6.930
311,1.423,-18.094,0,255,7.042
312,1.384,-1.668,0,255,6.829
313,0.949,-51.605,0,255,4.482
314,0.870,-90.895,0,255,4.242
315,0.949,-60.781,0,255,4.480
316,1.028,-75.217,0,255,4.935
